Class,Sample_ID,Year,Treatment,Season,Replicate,Count,Experiment
caldisericia,2017-SF-Bloom-A,2017,SF,Bloom,A,2,Fertilizer
caldisericia,2017-SF-Bloom-B,2017,SF,Bloom,B,2,Fertilizer
caldisericia,2017-SF-Bloom-C,2017,SF,Bloom,C,0,Fertilizer
caldisericia,2017-NF-Bloom-A,2017,NF,Bloom,A,3,Fertilizer
caldisericia,2017-NF-Bloom-B,2017,NF,Bloom,B,3,Fertilizer
caldisericia,2017-NF-Bloom-C,2017,NF,Bloom,C,1,Fertilizer
caldisericia,2017-H-Bloom-A,2017,H,Bloom,A,0,Herbicide
caldisericia,2017-H-Bloom-B,2017,H,Bloom,B,3,Herbicide
caldisericia,2017-H-Bloom-C,2017,H,Bloom,C,1,Herbicide
caldisericia,2017-NH-Bloom-A,2017,NH,Bloom,A,1,Herbicide
caldisericia,2017-NH-Bloom-B,2017,NH,Bloom,B,1,Herbicide
caldisericia,2017-NH-Bloom-C,2017,NH,Bloom,C,0,Herbicide
caldisericia,2017-HW-Veraison-A,2017,HW,Veraison,A,0,Crop Cover
caldisericia,2017-HW-Veraison-B,2017,HW,Veraison,B,0,Crop Cover
caldisericia,2017-HW-Veraison-C,2017,HW,Veraison,C,2,Crop Cover
caldisericia,2017-LW-Veraison-A,2017,LW,Veraison,A,1,Crop Cover
caldisericia,2017-LW-Veraison-B,2017,LW,Veraison,B,0,Crop Cover
caldisericia,2017-LW-Veraison-C,2017,LW,Veraison,C,5,Crop Cover
caldisericia,2017-NCC-Veraison-A,2017,NCC,Veraison,A,1,Crop Cover
caldisericia,2017-NCC-Veraison-B,2017,NCC,Veraison,B,3,Crop Cover
caldisericia,2017-NCC-Veraison-C,2017,NCC,Veraison,C,1,Crop Cover
caldisericia,2017-OF-Veraison-A,2017,OF,Veraison,A,1,Fertilizer
caldisericia,2017-OF-Veraison-B,2017,OF,Veraison,B,1,Fertilizer
caldisericia,2017-OF-Veraison-C,2017,OF,Veraison,C,1,Fertilizer
caldisericia,2017-SF-Veraison-A,2017,SF,Veraison,A,0,Fertilizer
caldisericia,2017-SF-Veraison-B,2017,SF,Veraison,B,1,Fertilizer
caldisericia,2017-SF-Veraison-C,2017,SF,Veraison,C,0,Fertilizer
caldisericia,2017-NF-Veraison-A,2017,NF,Veraison,A,1,Fertilizer
caldisericia,2017-NF-Veraison-B,2017,NF,Veraison,B,0,Fertilizer
caldisericia,2017-NF-Veraison-C,2017,NF,Veraison,C,1,Fertilizer
caldisericia,2017-H-Veraison-A,2017,H,Veraison,A,0,Herbicide
caldisericia,2017-H-Veraison-B,2017,H,Veraison,B,2,Herbicide
caldisericia,2017-H-Veraison-C,2017,H,Veraison,C,2,Herbicide
caldisericia,2017-NH-Veraison-A,2017,NH,Veraison,A,0,Herbicide
caldisericia,2017-NH-Veraison-B,2017,NH,Veraison,B,1,Herbicide
caldisericia,2017-NH-Veraison-C,2017,NH,Veraison,C,2,Herbicide
caldisericia,2017-HW-Harvest-A,2017,HW,Harvest,A,4,Crop Cover
caldisericia,2017-HW-Harvest-B,2017,HW,Harvest,B,0,Crop Cover
caldisericia,2017-HW-Harvest-C,2017,HW,Harvest,C,2,Crop Cover
caldisericia,2017-LW-Harvest-A,2017,LW,Harvest,A,1,Crop Cover
caldisericia,2017-LW-Harvest-B,2017,LW,Harvest,B,7,Crop Cover
caldisericia,2017-LW-Harvest-C,2017,LW,Harvest,C,2,Crop Cover
caldisericia,2017-NCC-Harvest-A,2017,NCC,Harvest,A,1,Crop Cover
caldisericia,2017-NCC-Harvest-B,2017,NCC,Harvest,B,0,Crop Cover
caldisericia,2017-NCC-Harvest-C,2017,NCC,Harvest,C,1,Crop Cover
caldisericia,2017-OF-Harvest-A,2017,OF,Harvest,A,1,Fertilizer
caldisericia,2017-OF-Harvest-B,2017,OF,Harvest,B,2,Fertilizer
caldisericia,2017-OF-Harvest-C,2017,OF,Harvest,C,1,Fertilizer
caldisericia,2017-SF-Harvest-A,2017,SF,Harvest,A,0,Fertilizer
caldisericia,2017-SF-Harvest-B,2017,SF,Harvest,B,0,Fertilizer
caldisericia,2017-SF-Harvest-C,2017,SF,Harvest,C,2,Fertilizer
caldisericia,2017-NF-Harvest-A,2017,NF,Harvest,A,0,Fertilizer
caldisericia,2017-NF-Harvest-B,2017,NF,Harvest,B,0,Fertilizer
caldisericia,2017-NF-Harvest-C,2017,NF,Harvest,C,1,Fertilizer
caldisericia,2017-H-Harvest-A,2017,H,Harvest,A,2,Herbicide
caldisericia,2017-H-Harvest-B,2017,H,Harvest,B,0,Herbicide
caldisericia,2017-H-Harvest-C,2017,H,Harvest,C,1,Herbicide
caldisericia,2017-NH-Harvest-A,2017,NH,Harvest,A,0,Herbicide
caldisericia,2017-NH-Harvest-B,2017,NH,Harvest,B,2,Herbicide
caldisericia,2017-NH-Harvest-C,2017,NH,Harvest,C,0,Herbicide
caldisericia,2018-H-Bud-A,2018,H,Bud,A,1,Herbicide
caldisericia,2018-H-Bud-B,2018,H,Bud,B,1,Herbicide
caldisericia,2018-H-Bud-C,2018,H,Bud,C,2,Herbicide
caldisericia,2018-H-Bloom-A,2018,H,Bloom,A,1,Herbicide
caldisericia,2018-H-Bloom-B,2018,H,Bloom,B,3,Herbicide
caldisericia,2018-H-Bloom-C,2018,H,Bloom,C,1,Herbicide
caldisericia,2018-H-Veraison-A,2018,H,Veraison,A,3,Herbicide
caldisericia,2018-H-Veraison-B,2018,H,Veraison,B,1,Herbicide
caldisericia,2018-H-Veraison-C,2018,H,Veraison,C,0,Herbicide
caldisericia,2018-H-Harvest-A,2018,H,Harvest,A,0,Herbicide
caldisericia,2018-H-Harvest-B,2018,H,Harvest,B,1,Herbicide
caldisericia,2018-H-Harvest-C,2018,H,Harvest,C,0,Herbicide
caldisericia,2018-NH-Bud-A,2018,NH,Bud,A,0,Herbicide
caldisericia,2018-NH-Bud-B,2018,NH,Bud,B,3,Herbicide
caldisericia,2018-NH-Bud-C,2018,NH,Bud,C,1,Herbicide
caldisericia,2018-NH-Bloom-A,2018,NH,Bloom,A,0,Herbicide
caldisericia,2018-NH-Bloom-C,2018,NH,Bloom,C,1,Herbicide
caldisericia,2018-NH-Veraison-A,2018,NH,Veraison,A,4,Herbicide
caldisericia,2018-NH-Veraison-B,2018,NH,Veraison,B,0,Herbicide
caldisericia,2018-NH-Veraison-C,2018,NH,Veraison,C,6,Herbicide
caldisericia,2018-NH-Harvest-A,2018,NH,Harvest,A,1,Herbicide
caldisericia,2018-NH-Harvest-B,2018,NH,Harvest,B,1,Herbicide
caldisericia,2018-SF-Bud-A,2018,SF,Bud,A,0,Fertilizer
caldisericia,2018-SF-Bud-B,2018,SF,Bud,B,0,Fertilizer
caldisericia,2018-SF-Bud-C,2018,SF,Bud,C,1,Fertilizer
caldisericia,2018-SF-Bloom-A,2018,SF,Bloom,A,0,Fertilizer
caldisericia,2018-SF-Bloom-C,2018,SF,Bloom,C,1,Fertilizer
caldisericia,2018-SF-Veraison-A,2018,SF,Veraison,A,2,Fertilizer
caldisericia,2018-SF-Veraison-B,2018,SF,Veraison,B,2,Fertilizer
caldisericia,2018-SF-Veraison-C,2018,SF,Veraison,C,1,Fertilizer
caldisericia,2018-SF-Harvest-A,2018,SF,Harvest,A,0,Fertilizer
caldisericia,2018-SF-Harvest-B,2018,SF,Harvest,B,0,Fertilizer
caldisericia,2018-OF-Bud-A,2018,OF,Bud,A,1,Fertilizer
caldisericia,2018-OF-Bud-B,2018,OF,Bud,B,0,Fertilizer
caldisericia,2018-OF-Bud-C,2018,OF,Bud,C,1,Fertilizer
caldisericia,2018-OF-Bloom-B,2018,OF,Bloom,B,0,Fertilizer
caldisericia,2018-OF-Bloom-C,2018,OF,Bloom,C,0,Fertilizer
caldisericia,2018-OF-Veraison-A,2018,OF,Veraison,A,0,Fertilizer
caldisericia,2018-OF-Veraison-B,2018,OF,Veraison,B,1,Fertilizer
caldisericia,2018-OF-Veraison-C,2018,OF,Veraison,C,0,Fertilizer
caldisericia,2018-OF-Harvest-A,2018,OF,Harvest,A,0,Fertilizer
caldisericia,2018-OF-Harvest-B,2018,OF,Harvest,B,0,Fertilizer
caldisericia,2018-OF-Harvest-C,2018,OF,Harvest,C,0,Fertilizer
caldisericia,2018-NF-Bud-A,2018,NF,Bud,A,0,Fertilizer
caldisericia,2018-NF-Bud-B,2018,NF,Bud,B,0,Fertilizer
caldisericia,2018-NF-Bud-C,2018,NF,Bud,C,0,Fertilizer
caldisericia,2018-NF-Bloom-A,2018,NF,Bloom,A,1,Fertilizer
caldisericia,2018-NF-Bloom-B,2018,NF,Bloom,B,0,Fertilizer
caldisericia,2018-NF-Bloom-C,2018,NF,Bloom,C,0,Fertilizer
caldisericia,2018-NF-Veraison-A,2018,NF,Veraison,A,0,Fertilizer
caldisericia,2018-NF-Veraison-B,2018,NF,Veraison,B,0,Fertilizer
caldisericia,2018-NF-Veraison-C,2018,NF,Veraison,C,0,Fertilizer
caldisericia,2018-NF-Harvest-A,2018,NF,Harvest,A,0,Fertilizer
caldisericia,2018-NF-Harvest-B,2018,NF,Harvest,B,0,Fertilizer
caldisericia,2018-NF-Harvest-C,2018,NF,Harvest,C,0,Fertilizer
caldisericia,2018-HW-Bud-A,2018,HW,Bud,A,0,Crop Cover
caldisericia,2018-HW-Bud-B,2018,HW,Bud,B,0,Crop Cover
caldisericia,2018-HW-Bud-C,2018,HW,Bud,C,1,Crop Cover
caldisericia,2018-HW-Bloom-A,2018,HW,Bloom,A,0,Crop Cover
caldisericia,2018-HW-Bloom-B,2018,HW,Bloom,B,2,Crop Cover
caldisericia,2018-HW-Bloom-C,2018,HW,Bloom,C,0,Crop Cover
caldisericia,2018-HW-Veraison-A,2018,HW,Veraison,A,0,Crop Cover
caldisericia,2018-HW-Veraison-B,2018,HW,Veraison,B,0,Crop Cover
caldisericia,2018-HW-Veraison-C,2018,HW,Veraison,C,3,Crop Cover
caldisericia,2018-HW-Harvest-A,2018,HW,Harvest,A,0,Crop Cover
caldisericia,2018-HW-Harvest-B,2018,HW,Harvest,B,0,Crop Cover
caldisericia,2018-HW-Harvest-C,2018,HW,Harvest,C,0,Crop Cover
caldisericia,2018-LW-Bud-A,2018,LW,Bud,A,0,Crop Cover
caldisericia,2018-LW-Bud-B,2018,LW,Bud,B,0,Crop Cover
caldisericia,2018-LW-Bud-C,2018,LW,Bud,C,2,Crop Cover
caldisericia,2018-LW-Bloom-A,2018,LW,Bloom,A,0,Crop Cover
caldisericia,2018-LW-Bloom-B,2018,LW,Bloom,B,1,Crop Cover
caldisericia,2018-LW-Bloom-C,2018,LW,Bloom,C,2,Crop Cover
caldisericia,2018-LW-Veraison-A,2018,LW,Veraison,A,1,Crop Cover
caldisericia,2018-LW-Veraison-B,2018,LW,Veraison,B,0,Crop Cover
caldisericia,2018-LW-Veraison-C,2018,LW,Veraison,C,0,Crop Cover
caldisericia,2018-LW-Harvest-A,2018,LW,Harvest,A,0,Crop Cover
caldisericia,2018-LW-Harvest-B,2018,LW,Harvest,B,0,Crop Cover
caldisericia,2018-LW-Harvest-C,2018,LW,Harvest,C,1,Crop Cover
caldisericia,2018-NCC-Bud-A,2018,NCC,Bud,A,0,Crop Cover
caldisericia,2018-NCC-Bud-B,2018,NCC,Bud,B,0,Crop Cover
caldisericia,2018-NCC-Bud-C,2018,NCC,Bud,C,1,Crop Cover
caldisericia,2018-NCC-Bloom-A,2018,NCC,Bloom,A,0,Crop Cover
caldisericia,2018-NCC-Bloom-B,2018,NCC,Bloom,B,0,Crop Cover
caldisericia,2018-NCC-Bloom-C,2018,NCC,Bloom,C,0,Crop Cover
caldisericia,2018-NCC-Veraison-A,2018,NCC,Veraison,A,0,Crop Cover
caldisericia,2018-NCC-Veraison-B,2018,NCC,Veraison,B,0,Crop Cover
caldisericia,2018-NCC-Veraison-C,2018,NCC,Veraison,C,0,Crop Cover
caldisericia,2018-NCC-Harvest-A,2018,NCC,Harvest,A,0,Crop Cover
caldisericia,2018-NCC-Harvest-B,2018,NCC,Harvest,B,0,Crop Cover
chlorobia,2018-NH-Bloom-B,2018,NH,Bloom,B,167,Herbicide
chlorobia,2018-NH-Harvest-C,2018,NH,Harvest,C,319,Herbicide
chlorobia,2018-SF-Bloom-B,2018,SF,Bloom,B,170,Fertilizer
chlorobia,2018-SF-Harvest-C,2018,SF,Harvest,C,284,Fertilizer
chlorobia,2018-OF-Bloom-A,2018,OF,Bloom,A,139,Fertilizer
chlorobia,2016-H-Bud-A,2016,H,Bud,A,673,Herbicide
chlorobia,2016-H-Bud-B,2016,H,Bud,B,494,Herbicide
chlorobia,2016-H-Bud-C,2016,H,Bud,C,551,Herbicide
chlorobia,2016-H-Bloom-A,2016,H,Bloom,A,644,Herbicide
chlorobia,2016-H-Bloom-B,2016,H,Bloom,B,510,Herbicide
chlorobia,2016-H-Bloom-C,2016,H,Bloom,C,476,Herbicide
chlorobia,2016-H-Veraison-A,2016,H,Veraison,A,617,Herbicide
chlorobia,2016-H-Veraison-B,2016,H,Veraison,B,500,Herbicide
chlorobia,2016-H-Veraison-C,2016,H,Veraison,C,423,Herbicide
chlorobia,2016-H-Harvest-A,2016,H,Harvest,A,745,Herbicide
chlorobia,2016-H-Harvest-B,2016,H,Harvest,B,685,Herbicide
chlorobia,2016-H-Harvest-C,2016,H,Harvest,C,684,Herbicide
chlorobia,2016-HW-Bud-A,2016,HW,Bud,A,470,Crop Cover
chlorobia,2016-HW-Bud-B,2016,HW,Bud,B,426,Crop Cover
chlorobia,2016-HW-Bud-C,2016,HW,Bud,C,451,Crop Cover
chlorobia,2016-HW-Bloom-A,2016,HW,Bloom,A,503,Crop Cover
chlorobia,2016-HW-Bloom-B,2016,HW,Bloom,B,373,Crop Cover
chlorobia,2016-HW-Bloom-C,2016,HW,Bloom,C,427,Crop Cover
chlorobia,2016-HW-Veraison-A,2016,HW,Veraison,A,599,Crop Cover
chlorobia,2016-HW-Veraison-B,2016,HW,Veraison,B,402,Crop Cover
chlorobia,2016-HW-Veraison-C,2016,HW,Veraison,C,523,Crop Cover
chlorobia,2016-HW-Harvest-A,2016,HW,Harvest,A,522,Crop Cover
chlorobia,2016-HW-Harvest-B,2016,HW,Harvest,B,594,Crop Cover
chlorobia,2016-HW-Harvest-C,2016,HW,Harvest,C,682,Crop Cover
chlorobia,2016-LW-Bud-A,2016,LW,Bud,A,552,Crop Cover
chlorobia,2016-LW-Bud-B,2016,LW,Bud,B,442,Crop Cover
chlorobia,2016-LW-Bud-C,2016,LW,Bud,C,481,Crop Cover
chlorobia,2016-LW-Bloom-A,2016,LW,Bloom,A,499,Crop Cover
chlorobia,2016-LW-Bloom-B,2016,LW,Bloom,B,403,Crop Cover
chlorobia,2016-LW-Bloom-C,2016,LW,Bloom,C,455,Crop Cover
chlorobia,2016-LW-Veraison-A,2016,LW,Veraison,A,443,Crop Cover
chlorobia,2016-LW-Veraison-B,2016,LW,Veraison,B,508,Crop Cover
chlorobia,2016-LW-Veraison-C,2016,LW,Veraison,C,561,Crop Cover
chlorobia,2016-LW-Harvest-A,2016,LW,Harvest,A,480,Crop Cover
chlorobia,2016-LW-Harvest-B,2016,LW,Harvest,B,531,Crop Cover
chlorobia,2016-LW-Harvest-C,2016,LW,Harvest,C,519,Crop Cover
chlorobia,2016-NCC-Bud-A,2016,NCC,Bud,A,498,Crop Cover
chlorobia,2016-NCC-Bud-B,2016,NCC,Bud,B,457,Crop Cover
chlorobia,2016-NCC-Bud-C,2016,NCC,Bud,C,451,Crop Cover
chlorobia,2016-NCC-Bloom-A,2016,NCC,Bloom,A,555,Crop Cover
chlorobia,2016-NCC-Bloom-B,2016,NCC,Bloom,B,372,Crop Cover
chlorobia,2016-NCC-Bloom-C,2016,NCC,Bloom,C,538,Crop Cover
chlorobia,2016-NCC-Veraison-A,2016,NCC,Veraison,A,537,Crop Cover
chlorobia,2016-NCC-Veraison-B,2016,NCC,Veraison,B,552,Crop Cover
chlorobia,2016-NCC-Veraison-C,2016,NCC,Veraison,C,583,Crop Cover
chlorobia,2016-NCC-Harvest-A,2016,NCC,Harvest,A,732,Crop Cover
chlorobia,2016-NCC-Harvest-B,2016,NCC,Harvest,B,674,Crop Cover
chlorobia,2016-NCC-Harvest-C,2016,NCC,Harvest,C,542,Crop Cover
chlorobia,2016-NF-Bud-A,2016,NF,Bud,A,420,Fertilizer
chlorobia,2016-NF-Bud-B,2016,NF,Bud,B,491,Fertilizer
chlorobia,2016-NF-Bud-C,2016,NF,Bud,C,403,Fertilizer
chlorobia,2016-NF-Bloom-A,2016,NF,Bloom,A,239,Fertilizer
chlorobia,2016-NF-Bloom-B,2016,NF,Bloom,B,402,Fertilizer
chlorobia,2016-NF-Bloom-C,2016,NF,Bloom,C,449,Fertilizer
chlorobia,2016-NF-Veraison-A,2016,NF,Veraison,A,613,Fertilizer
chlorobia,2016-NF-Veraison-B,2016,NF,Veraison,B,589,Fertilizer
chlorobia,2016-NF-Veraison-C,2016,NF,Veraison,C,471,Fertilizer
chlorobia,2016-NF-Harvest-A,2016,NF,Harvest,A,539,Fertilizer
chlorobia,2016-NF-Harvest-B,2016,NF,Harvest,B,556,Fertilizer
chlorobia,2016-NF-Harvest-C,2016,NF,Harvest,C,539,Fertilizer
chlorobia,2016-NH-Bud-A,2016,NH,Bud,A,504,Herbicide
chlorobia,2016-NH-Bud-B,2016,NH,Bud,B,565,Herbicide
chlorobia,2016-NH-Bud-C,2016,NH,Bud,C,579,Herbicide
chlorobia,2016-NH-Bloom-A,2016,NH,Bloom,A,347,Herbicide
chlorobia,2016-NH-Bloom-B,2016,NH,Bloom,B,496,Herbicide
chlorobia,2016-NH-Bloom-C,2016,NH,Bloom,C,471,Herbicide
chlorobia,2016-NH-Veraison-A,2016,NH,Veraison,A,526,Herbicide
chlorobia,2016-NH-Veraison-B,2016,NH,Veraison,B,507,Herbicide
chlorobia,2016-NH-Veraison-C,2016,NH,Veraison,C,482,Herbicide
chlorobia,2016-NH-Harvest-A,2016,NH,Harvest,A,599,Herbicide
chlorobia,2016-NH-Harvest-B,2016,NH,Harvest,B,540,Herbicide
chlorobia,2016-NH-Harvest-C,2016,NH,Harvest,C,626,Herbicide
chlorobia,2016-OF-Bud-A,2016,OF,Bud,A,482,Fertilizer
chlorobia,2016-OF-Bud-B,2016,OF,Bud,B,453,Fertilizer
chlorobia,2016-OF-Bud-C,2016,OF,Bud,C,390,Fertilizer
chlorobia,2016-OF-Bloom-A,2016,OF,Bloom,A,408,Fertilizer
chlorobia,2016-OF-Bloom-B,2016,OF,Bloom,B,418,Fertilizer
chlorobia,2016-OF-Bloom-C,2016,OF,Bloom,C,308,Fertilizer
chlorobia,2016-OF-Veraison-A,2016,OF,Veraison,A,450,Fertilizer
chlorobia,2016-OF-Veraison-B,2016,OF,Veraison,B,512,Fertilizer
chlorobia,2016-OF-Veraison-C,2016,OF,Veraison,C,577,Fertilizer
chlorobia,2016-OF-Harvest-A,2016,OF,Harvest,A,751,Fertilizer
chlorobia,2016-OF-Harvest-B,2016,OF,Harvest,B,505,Fertilizer
chlorobia,2016-OF-Harvest-C,2016,OF,Harvest,C,436,Fertilizer
chlorobia,2016-SF-Bud-A,2016,SF,Bud,A,492,Fertilizer
chlorobia,2016-SF-Bud-B,2016,SF,Bud,B,471,Fertilizer
chlorobia,2016-SF-Bud-C,2016,SF,Bud,C,664,Fertilizer
chlorobia,2016-SF-Bloom-A,2016,SF,Bloom,A,489,Fertilizer
chlorobia,2016-SF-Bloom-B,2016,SF,Bloom,B,401,Fertilizer
chlorobia,2016-SF-Bloom-C,2016,SF,Bloom,C,436,Fertilizer
chlorobia,2016-SF-Veraison-A,2016,SF,Veraison,A,605,Fertilizer
chlorobia,2016-SF-Veraison-B,2016,SF,Veraison,B,577,Fertilizer
chlorobia,2016-SF-Veraison-C,2016,SF,Veraison,C,546,Fertilizer
chlorobia,2016-SF-Harvest-A,2016,SF,Harvest,A,537,Fertilizer
chlorobia,2016-SF-Harvest-B,2016,SF,Harvest,B,534,Fertilizer
chlorobia,2016-SF-Harvest-C,2016,SF,Harvest,C,566,Fertilizer
chlorobia,2017-HW-Bud-A,2017,HW,Bud,A,175,Crop Cover
chlorobia,2017-HW-Bud-B,2017,HW,Bud,B,83,Crop Cover
chlorobia,2017-HW-Bud-C,2017,HW,Bud,C,220,Crop Cover
chlorobia,2017-LW-Bud-A,2017,LW,Bud,A,77,Crop Cover
chlorobia,2017-LW-Bud-B,2017,LW,Bud,B,76,Crop Cover
chlorobia,2017-LW-Bud-C,2017,LW,Bud,C,63,Crop Cover
chlorobia,2017-NCC-Bud-A,2017,NCC,Bud,A,206,Crop Cover
chlorobia,2017-NCC-Bud-B,2017,NCC,Bud,B,141,Crop Cover
chlorobia,2017-NCC-Bud-C,2017,NCC,Bud,C,115,Crop Cover
chlorobia,2017-OF-Bud-A,2017,OF,Bud,A,143,Fertilizer
chlorobia,2017-OF-Bud-B,2017,OF,Bud,B,145,Fertilizer
chlorobia,2017-SF-Bud-A,2017,SF,Bud,A,122,Fertilizer
chlorobia,2017-SF-Bud-B,2017,SF,Bud,B,131,Fertilizer
chlorobia,2017-SF-Bud-C,2017,SF,Bud,C,172,Fertilizer
chlorobia,2017-NF-Bud-A,2017,NF,Bud,A,288,Fertilizer
chlorobia,2017-NF-Bud-B,2017,NF,Bud,B,234,Fertilizer
chlorobia,2017-NF-Bud-C,2017,NF,Bud,C,239,Fertilizer
chlorobia,2017-H-Bud-A,2017,H,Bud,A,295,Herbicide
chlorobia,2017-H-Bud-B,2017,H,Bud,B,308,Herbicide
chlorobia,2017-H-Bud-C,2017,H,Bud,C,363,Herbicide
chlorobia,2017-NH-Bud-A,2017,NH,Bud,A,376,Herbicide
chlorobia,2017-NH-Bud-B,2017,NH,Bud,B,696,Herbicide
chlorobia,2017-NH-Bud-C,2017,NH,Bud,C,539,Herbicide
chlorobia,2017-HW-Bloom-A,2017,HW,Bloom,A,458,Crop Cover
chlorobia,2017-HW-Bloom-B,2017,HW,Bloom,B,348,Crop Cover
chlorobia,2017-HW-Bloom-C,2017,HW,Bloom,C,417,Crop Cover
chlorobia,2017-LW-Bloom-A,2017,LW,Bloom,A,509,Crop Cover
chlorobia,2017-LW-Bloom-B,2017,LW,Bloom,B,434,Crop Cover
chlorobia,2017-LW-Bloom-C,2017,LW,Bloom,C,446,Crop Cover
chlorobia,2017-NCC-Bloom-A,2017,NCC,Bloom,A,402,Crop Cover
chlorobia,2017-NCC-Bloom-B,2017,NCC,Bloom,B,452,Crop Cover
chlorobia,2017-NCC-Bloom-C,2017,NCC,Bloom,C,569,Crop Cover
chlorobia,2017-OF-Bloom-A,2017,OF,Bloom,A,388,Fertilizer
chlorobia,2017-OF-Bloom-B,2017,OF,Bloom,B,412,Fertilizer
chlorobia,2017-OF-Bloom-C,2017,OF,Bloom,C,450,Fertilizer
chlorobia,2017-SF-Bloom-A,2017,SF,Bloom,A,495,Fertilizer
chlorobia,2017-SF-Bloom-B,2017,SF,Bloom,B,498,Fertilizer
chlorobia,2017-SF-Bloom-C,2017,SF,Bloom,C,447,Fertilizer
chlorobia,2017-NF-Bloom-A,2017,NF,Bloom,A,568,Fertilizer
chlorobia,2017-NF-Bloom-B,2017,NF,Bloom,B,537,Fertilizer
chlorobia,2017-NF-Bloom-C,2017,NF,Bloom,C,371,Fertilizer
chlorobia,2017-H-Bloom-A,2017,H,Bloom,A,464,Herbicide
chlorobia,2017-H-Bloom-B,2017,H,Bloom,B,538,Herbicide
chlorobia,2017-H-Bloom-C,2017,H,Bloom,C,460,Herbicide
chlorobia,2017-NH-Bloom-A,2017,NH,Bloom,A,513,Herbicide
chlorobia,2017-NH-Bloom-B,2017,NH,Bloom,B,519,Herbicide
chlorobia,2017-NH-Bloom-C,2017,NH,Bloom,C,483,Herbicide
chlorobia,2017-HW-Veraison-A,2017,HW,Veraison,A,451,Crop Cover
chlorobia,2017-HW-Veraison-B,2017,HW,Veraison,B,349,Crop Cover
chlorobia,2017-HW-Veraison-C,2017,HW,Veraison,C,490,Crop Cover
chlorobia,2017-LW-Veraison-A,2017,LW,Veraison,A,462,Crop Cover
chlorobia,2017-LW-Veraison-B,2017,LW,Veraison,B,419,Crop Cover
chlorobia,2017-LW-Veraison-C,2017,LW,Veraison,C,454,Crop Cover
chlorobia,2017-NCC-Veraison-A,2017,NCC,Veraison,A,441,Crop Cover
chlorobia,2017-NCC-Veraison-B,2017,NCC,Veraison,B,455,Crop Cover
chlorobia,2017-NCC-Veraison-C,2017,NCC,Veraison,C,410,Crop Cover
chlorobia,2017-OF-Veraison-A,2017,OF,Veraison,A,419,Fertilizer
chlorobia,2017-OF-Veraison-B,2017,OF,Veraison,B,396,Fertilizer
chlorobia,2017-OF-Veraison-C,2017,OF,Veraison,C,472,Fertilizer
chlorobia,2017-SF-Veraison-A,2017,SF,Veraison,A,445,Fertilizer
chlorobia,2017-SF-Veraison-B,2017,SF,Veraison,B,450,Fertilizer
chlorobia,2017-SF-Veraison-C,2017,SF,Veraison,C,416,Fertilizer
chlorobia,2017-NF-Veraison-A,2017,NF,Veraison,A,479,Fertilizer
chlorobia,2017-NF-Veraison-B,2017,NF,Veraison,B,410,Fertilizer
chlorobia,2017-NF-Veraison-C,2017,NF,Veraison,C,335,Fertilizer
chlorobia,2017-H-Veraison-A,2017,H,Veraison,A,495,Herbicide
chlorobia,2017-H-Veraison-B,2017,H,Veraison,B,462,Herbicide
chlorobia,2017-H-Veraison-C,2017,H,Veraison,C,437,Herbicide
chlorobia,2017-NH-Veraison-A,2017,NH,Veraison,A,428,Herbicide
chlorobia,2017-NH-Veraison-B,2017,NH,Veraison,B,519,Herbicide
chlorobia,2017-NH-Veraison-C,2017,NH,Veraison,C,444,Herbicide
chlorobia,2017-HW-Harvest-A,2017,HW,Harvest,A,445,Crop Cover
chlorobia,2017-HW-Harvest-B,2017,HW,Harvest,B,356,Crop Cover
chlorobia,2017-HW-Harvest-C,2017,HW,Harvest,C,489,Crop Cover
chlorobia,2017-LW-Harvest-A,2017,LW,Harvest,A,411,Crop Cover
chlorobia,2017-LW-Harvest-B,2017,LW,Harvest,B,389,Crop Cover
chlorobia,2017-LW-Harvest-C,2017,LW,Harvest,C,442,Crop Cover
chlorobia,2017-NCC-Harvest-A,2017,NCC,Harvest,A,367,Crop Cover
chlorobia,2017-NCC-Harvest-B,2017,NCC,Harvest,B,438,Crop Cover
chlorobia,2017-NCC-Harvest-C,2017,NCC,Harvest,C,358,Crop Cover
chlorobia,2017-OF-Harvest-A,2017,OF,Harvest,A,512,Fertilizer
chlorobia,2017-OF-Harvest-B,2017,OF,Harvest,B,364,Fertilizer
chlorobia,2017-OF-Harvest-C,2017,OF,Harvest,C,457,Fertilizer
chlorobia,2017-SF-Harvest-A,2017,SF,Harvest,A,410,Fertilizer
chlorobia,2017-SF-Harvest-B,2017,SF,Harvest,B,326,Fertilizer
chlorobia,2017-SF-Harvest-C,2017,SF,Harvest,C,422,Fertilizer
chlorobia,2017-NF-Harvest-A,2017,NF,Harvest,A,353,Fertilizer
chlorobia,2017-NF-Harvest-B,2017,NF,Harvest,B,319,Fertilizer
chlorobia,2017-NF-Harvest-C,2017,NF,Harvest,C,337,Fertilizer
chlorobia,2017-H-Harvest-A,2017,H,Harvest,A,482,Herbicide
chlorobia,2017-H-Harvest-B,2017,H,Harvest,B,427,Herbicide
chlorobia,2017-H-Harvest-C,2017,H,Harvest,C,417,Herbicide
chlorobia,2017-NH-Harvest-A,2017,NH,Harvest,A,352,Herbicide
chlorobia,2017-NH-Harvest-B,2017,NH,Harvest,B,372,Herbicide
chlorobia,2017-NH-Harvest-C,2017,NH,Harvest,C,481,Herbicide
